OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
66498,Corbett Ave&Danvers St W-FS/SB,CRBTDAN0,CRBTDANV,4175,37.761327,-122.44407799999999,,DANVERS ST,CORBETT AVE,FS,WE,,0,1720006111000,15516082,146,8,POINT (-122.444078 37.761327),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,115,115
68697,Crescent Ave&Mission St NE-NS/BZ,CRESMIS0,CRESMISS,4198,37.735423,-122.424457,,MISSION ST,CRESCENT AVE,NS,NE,BZ,0,1720006111000,15516773,146,9,POINT (-122.424457 37.735423),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,61,61
67120,Fillmore St&Haight St NW-NS/BZ,FILLHAI0,FILLHAIT,4618,37.772199,-122.430537,,HAIGHT ST,FILLMORE ST,NS,NW,BZ,0,1720006111000,15517195,146,5,POINT (-122.430537 37.772199),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,26,26
68564,Geary Blvd&33RD Ave NE-NS/BZ,GEAR3311,GEAR33AV,4277,37.779734999999995,-122.493112,1,33RD AVE,GEARY BLVD,NS,NE,BZ,0,1720006111000,15516234,146,1,POINT (-122.493112 37.779735),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
65764,Chestnut St&Gough St SW-NS/BZ,CHESGOU3,,7856,37.801825,-122.42810399999999,,GOUGH ST,CHESTNUT ST,,,,0,1720006111000,15526162,146,2,POINT (-122.428104 37.801825),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
68449,Eddy St&Buchanan St NE-NS/BZ,EDDYBUC0,EDDYBUCH,4472,37.781918999999995,-122.428946,,BUCHANAN ST,EDDY ST,NS,NE,BZ,0,1720006111000,15517003,146,5,POINT (-122.428946 37.781919),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,97,97
66606,Mission St&13th St NE-FS/BZ,MISS13S1,MISS13ST,5546,37.770469999999996,-122.41978,,13TH ST,MISSION ST,FS,NE,BZ,1,1720006111000,15517920,146,6,POINT (-122.41978 37.77047),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,20,32,32
66717,Hyde St&Broadway NW-NS,HYDEBDW1,HYDEBDWY,5061,37.796496,-122.418578,,BROADWAY,HYDE ST,NS,NW,,0,1720006111000,15517712,146,3,POINT (-122.418578 37.796496),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,32,107,107
68706,Castro St&21ST St E-MI/SB,CTRO21S1,CTRO21ST,4320,37.755955,-122.434465,,21ST ST,CASTRO ST,MI,EA,,0,1720006111000,15516789,146,8,POINT (-122.434465 37.755955),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,22,115,115
67448,Oakdale Ave&Baldwin Ct S-FS/PS,OAKDBLW1,OAKDBLWN,5775,37.729383999999996,-122.381367,,BALDWIN CT,OAKDALE AVE,FS,SO,,0,1720006111000,15523869,146,10,POINT (-122.381367 37.729384),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
66213,McAllister St&Baker St NE-NS/BZ,MCALBAK0,MCALBAKR,5384,37.777397,-122.441659,,BRODERICK ST,MCALLISTER ST,NS,NE,BZ,1,1720006111000,15518800,146,5,POINT (-122.441659 37.777397),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,39,97,97
66121,Columbus Ave&Filbert St W-NS/BZ,COLMFIL1,COLMFILB,4105,37.801187999999996,-122.411605,,FILBERT ST,COLUMBUS AVE,NS,WE,BZ,0,1720006111000,15523693,146,3,POINT (-122.411605 37.801188),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,107,107
67284,26th St&De Haro St SE-FS/SB,26STDHR0,26STDHRO,3517,37.750752999999996,-122.400024,,DE HARO ST,26TH ST,FS,SE,,0,1720006111000,15519825,146,10,POINT (-122.400024 37.750753),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,54,54
65983,Clay St&Sansome St SE-FS/BZ,CLAYSAN1,CLAYSANS,4028,37.794778,-122.401325,1,,CLAY ST,FS,SE,BZ,0,1720006111000,15516283,146,3,POINT (-122.401325 37.794778),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,108,108
65880,33rd Ave&Geary Blvd NW-NS/BZ,33AVGEA0,33AVGEAR,3558,37.779815,-122.493388,1,GEARY BLVD,33RD AVE,NS,NW,BZ,1,1720006111000,15522138,146,1,POINT (-122.493388 37.779815),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
68008,Sunset Blvd&Noriega St NW-NS/SB,SUNSNOR0,SUNSNORI,6539,37.753538,-122.495319,,NORIEGA ST,SUNSET BLVD,NS,NW,,1,1720006111000,15522532,146,4,POINT (-122.495319 37.753538),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
67743,Persia Ave&Mission St S-FS/BZ,PERSMIS0,PERSMISS,5913,37.722941,-122.435765,,MISSION ST,PERSIA AVE,FS,SO,,1,1720006111000,15525140,146,11,POINT (-122.435765 37.722941),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
67248,Roosevelt Way&Buena Vista Ter SE-FS,RSVTBVTR,,7310,37.766698,-122.438279,,BUENA VISTA TER,ROOSEVELT WAY,,,,0,1720006111000,15524029,146,8,POINT (-122.438279 37.766698),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,113,113
65654,400 Warren Dr E-MB/AB,WARNH401,WARNH400,6909,37.75691,-122.461484,,,WARREN DR,MB,EA,AB,0,1720006111000,15523154,146,7,POINT (-122.461484 37.75691),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,14,111,111
67677,33rd Ave&Clement St SE-NS/BZ,33AVCLM1,33AVCLMT,3555,37.781537,-122.493354,1,CLEMENT ST,33RD AVE,NS,SE,BZ,0,1720006111000,15515261,146,1,POINT (-122.493354 37.781537),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
67396,Cortland Ave&Prospect Ave N-FS/BZ,CORTPRO1,CORTPROS,4160,37.740294,-122.42090400000001,,PROSPECT AVE,CORTLAND AVE,FS,NO,BZ,0,1720006111000,15519925,146,9,POINT (-122.420904 37.740294),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
68759,Market St&Buchanan St N-NS/SI,MRKTBUC0,MRKTBUCH,5659,37.769785999999996,-122.426149,1,BUCHANAN ST,MARKET ST,NS,NO,SI,0,1720006111000,15522720,146,8,POINT (-122.426149 37.769786),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,5,20,27,27
65504,Mission St&1st St N-NS/BZ,MISS 1S0,MISS 1ST,5528,37.789919999999995,-122.39749,,01ST ST,MISSION ST,NS,NO,BZ,0,1720006111000,15520744,146,6,POINT (-122.39749 37.78992),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,8,108,108
66662,Geary Blvd&Park Presidio Blvd SE-FS,GEARPKP1,GEARPKPR,4756,37.780642,-122.47182699999999,1,FUNSTON AVE,GEARY BLVD,NS,SW,BZ,0,1720006111000,15517177,146,1,POINT (-122.471827 37.780642),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
65502,Mendell St&Cargo Way S-NS/SB,MENDCWA1,MENDCWAY,5505,37.743700000000004,-122.38317,,CARGO WAY,MENDELL ST,NS,SO,,0,1720006111000,15520736,146,10,POINT (-122.38317 37.7437),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,76,76
66182,Wilde Ave&Delta St E-NS/PS,WILDDLT0,WILDDLTA,6945,37.717819999999996,-122.40718,,DELTA ST,WILDE AVE,NS,EA,,0,1720006111000,15525624,146,10,POINT (-122.40718 37.71782),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
68227,North Point St&Hyde St NE-NS/BZ,N.PTHYD1,N.PTHYDE,5458,37.805803,-122.420226,1,HYDE ST,NORTH POINT ST,NS,NE,BZ,1,1720006111000,15521118,146,3,POINT (-122.420226 37.805803),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,6,32,99,99
67505,24th St&Bryant St SE-FS/BZ,24STBRY1,24STBRYT,3459,37.752755,-122.408971,,BRYANT ST,24TH ST,FS,SE,BZ,1,1720006111000,15514506,146,9,POINT (-122.408971 37.752755),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
65479,Newcomb Ave&La Salle Ave N-NS/PS,NEWCLSA1,NEWCLSAL,5489,37.733196,-122.385052,,LA SALLE AVE,NEWCOMB AVE,NS,NO,,0,1720006111000,15525308,146,10,POINT (-122.385052 37.733196),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
67154,Skyline Blvd&Sloat Blvd W-FS/PS,SKYLSLO0,SKYLSLOA,6434,37.73347,-122.497013,,SUNSET BLVD ON RAMP,SKYLINE BLVD,FS,WE,,0,1720006111000,15522037,146,7,POINT (-122.497013 37.73347),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,43,43
68623,Geneva Ave&Castillo St SW-MI/PS,GNVACAS1,GNVACAST,4809,37.7077,-122.418409,1,CASTILLO ST,GENEVA AVE,MI,SW,,0,1720006111000,15517082,146,,POINT (-122.418409 37.7077),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,,,,
66488,Connecticut St&26TH St NE-FS/SB,CONN26S1,CONN26ST,4129,37.751332,-122.39638,,26TH ST,CONNECTICUT ST,FS,NE,,0,1720006111000,15516069,146,10,POINT (-122.39638 37.751332),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,54,54
66508,Brazil Ave&Naples St E-NS/SB,BRZLNAP1,BRZLNAPL,3765,37.72238,-122.4299,,NAPLES ST,BRAZIL AVE,NS,EA,FL,1,1720006111000,15516094,146,11,POINT (-122.4299 37.72238),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
66982,Market St&Mason St W-FS/BZ,MRKTMAS0,MRKTMASN,5683,37.782849999999996,-122.40964,1,MASON ST,MARKET ST,FS,WE,BZ,1,1720006111000,15521836,146,5,POINT (-122.40964 37.78285),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,36,20,20
68193,Spear &Market St S-FS/BB,SPERMRK1,SPERMRKT,6475,37.7934,-122.39528,1,MARKET ST,SPEAR ST,FS,SO,BB,0,1720006111000,15520142,146,6,POINT (-122.39528 37.7934),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,10,8,108,108
68183,Powell St&Bush St E-MI,POWLBUS0,POWLBUSH,6047,37.790158,-122.408711,,BUSH ST,POWELL ST,MI,EA,,0,1720006111000,15524114,146,3,POINT (-122.408711 37.790158),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,19,19
68694,Diamond St&Duncan St SE-NS/PS,DIAMDUNS,DIAMDUNC,4399,37.745470999999995,-122.435693,,DUNCAN ST,DIAMOND ST,NS,SE,,0,1720006111000,15516770,146,8,POINT (-122.435693 37.745471),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,22,84,84
66512,3rd St&Carrol Ave SW-FS/SI,3ST CAR1,3ST CAR1,7344,37.725241,-122.394394,1,CARROLL AVE,03RD ST,FS,SW,SI,0,1720006111000,15524935,146,10,POINT (-122.394394 37.725241),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
68170,25th Ave&Clement St NW-NS/BZ,25AVCLM0,25AVCLMT,3495,37.782146999999995,-122.48497499999999,,CLEMENT ST,25TH AVE,NS,NW,BZ,1,1720006111000,15515172,146,1,POINT (-122.484975 37.782147),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
67113,San Jose Ave&Santa Ynez Ave S-NS/SI,S.J.SYN1,S.J.SYNZ,6288,37.725681,-122.442442,,SANTA YNEZ AVE,SAN JOSE AVE,NS,SO,SI,0,1720006111000,15523432,146,11,POINT (-122.442442 37.725681),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,28,94,94
66349,Balboa St&17TH Ave SW-NS/PS,BBOA17A1,BBOA17AV,3044,37.776626,-122.475987,,17TH AVE,BALBOA ST,NS,SW,,0,1720006111000,15524870,146,1,POINT (-122.475987 37.776626),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,5,5
67644,22nd St&Iowa St NE-FS/BZ,22STIOW0,22STIOWA,3435,37.757754,-122.392273,,IOWA ST,22ND ST,FS,NW,,0,1720006111000,15515073,146,10,POINT (-122.392273 37.757754),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,54,54
66322,Divisadero St&Sutter St NE-FS/BZ,DIVISUT1,DIVISUTT,4434,37.785337999999996,-122.439813,,SUTTER ST,DIVISADERO ST,FS,NE,BZ,0,1720006111000,15524276,146,2,POINT (-122.439813 37.785338),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,103,103
67646,22nd St&Minnesota St SE-NS,22STMIN1,22STMINN,3437,37.757807,-122.39026799999999,,MINNESOTA ST,22ND ST,FS,SE,,0,1720006111000,15515079,146,10,POINT (-122.390268 37.757807),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,55,55
66334,Raymond Ave&Delta St NE-NS/PS,RAYMDLT1,,7331,37.713844,-122.409049,,DELTA ST,RAYMOND AVE,,,,0,1720006111000,15523362,146,10,POINT (-122.409049 37.713844),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
66061,California St&Powell St SW-NS,CALIPOW1,CALIPOWL,3891,37.791951999999995,-122.40934,,POWELL ST,CALIFORNIA ST,NS,SW,,0,1720006111000,15516636,146,3,POINT (-122.40934 37.791952),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
68236,Market St&16th St W-FS/BZ,MRKT16ST,MRKT16ST,5654,37.763909999999996,-122.43366,1,16TH ST,MARKET ST,FS,WE,BB,1,1720006111000,15522660,146,8,POINT (-122.43366 37.76391),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,5,28,28
66750,Nevada St&Cortland Ave NE-FS/SB,NVDACOR0,NVDACORT,5769,37.740069999999996,-122.41131,,CORTLAND AVE,NEVADA ST,FS,NE,,0,1720006111000,15523867,146,9,POINT (-122.41131 37.74007),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
66787,Taraval St&32nd Ave NE-NS/SI,TARA32A0,TARA32AV,6628,37.742491,-122.489505,1,32ND AVE,TARAVAL ST,NS,NE,,0,1720006111000,15521479,146,4,POINT (-122.489505 37.742491),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
66402,Turk St&Central Ave SW-NS/SB,TURKCEN1,TURKCENT,6717,37.778762,-122.445441,,CENTRAL AVE,TURK BLVD,NS,SW,,0,1720006111000,15523542,146,2,POINT (-122.445441 37.778762),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,97,97
68607,Miraloma Dr&Bengal Aly SE-NS/SB,MIRABNG1,MIRABNGL,5514,37.737868999999996,-122.461309,,BENGAL ALY,MIRALOMA DR,NS,SE,,0,1720006111000,15518545,146,7,POINT (-122.461309 37.737869),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,117,117
67690,Ulloa St&West Portal Ave W-NS/BZ,ULOAWPIB,ULOAW.P.,6744,37.741009,-122.466167,,WEST PORTAL AVE,ULLOA ST,NS,WE,BZ,0,1720006111000,15521991,146,7,POINT (-122.466167 37.741009),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,46,46
66091,Polk St&Washington St NE-FS/BZ,POLKWAS1,POLKWASH,6006,37.793499,-122.421193,,WASHINGTON ST,POLK ST,FS,NE,BZ,0,1720006111000,15520594,146,3,POINT (-122.421193 37.793499),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,3,32,105,105
66923,16th St&Mission St SE-FS/BZ,16STMIS0,16STMISS,3292,37.76502,-122.41928,,MISSION ST,16TH ST,FS,SE,BZ,0,1720006111000,15514821,146,9,POINT (-122.41928 37.76502),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
65971,California St&8TH Ave SW-NS/BZ,CALI 8A1,CALI 8AV,3827,37.78463,-122.466825,1,08TH AVE,CALIFORNIA ST,NS,SW,BZ,0,1720006111000,15515784,146,1,POINT (-122.466825 37.78463),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
66384,Moscow St&Brazil Ave N-NS,MSCWBRZ0,MSCWBRZL,5698,37.72136,-122.42761999999999,,BRAZIL AVE,MOSCOW ST,NS,NO,FL,0,1720006111000,15523510,146,11,POINT (-122.42762 37.72136),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
65466,Lake Merced&Lake Merced Hill SW-FS/SB,L M HLL2,L M HLLS,4837,37.711203,-122.485513,,LAKE MERCED HILL,LAKE MERCED BLVD,MI,WE,,0,1720006111000,15525279,146,7,POINT (-122.485513 37.711203),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,43,43
66762,California St&Van Ness Ave NE-FS/SI,CALIV_N1,,7142,37.790411999999996,-122.422238,,VAN NESS AVE,CALIFORNIA ST,,NE,,0,1720006111000,15520951,146,3,POINT (-122.422238 37.790412),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,3,21,105,105
68514,Roosevelt Way&Clifford Ter NW-MI/PS,RSVTCLI1,RSVTCLIF,6237,37.763729999999995,-122.44301,,CLIFFORD TER,ROOSEVELT WAY,MI,NW,,0,1720006111000,15521785,146,8,POINT (-122.44301 37.76373),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,112,112
68001,Sloat Blvd&37th Ave SW-NS/SB,SLOA37A1,SLOA37AV,6444,37.73373,-122.494597,,37TH AVE,SLOAT BLVD,NS,SW,,0,1720006111000,15522513,146,4,POINT (-122.494597 37.73373),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,35,43,43
66794,Santos St&Velasco Ave S-NS/PS,SANTVEL1,SANTVELA,6345,37.70982,-122.41935,1,VELASCO AVE,SANTOS ST,NS,NO,,0,1720006111000,15521507,146,10,POINT (-122.41935 37.70982),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,74,74
66135,Judson Ave&Gennessee St SW-NS/SB,JDSNGNS1,JDSNGNSE,5172,37.728305,-122.450976,,,,NS,SW,,0,1720006111000,15523724,146,7,POINT (-122.450976 37.728305),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,95,95
66110,Persia Ave&Prague St W-NS/PS,PERSPRA0,PERSPRAG,5921,37.718934,-122.427348,,PRAGUE ST,PERSIA AVE,NS,WE,FL,0,1720006111000,15520644,146,11,POINT (-122.427348 37.718934),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
67633,Union St&Columbus Ave  NE-NS/BZ,UNINCOL0,UNINCOLM,6750,37.800411,-122.41008099999999,,STOCKTON ST,UNION ST,MB,SO,BZ,0,1720006111000,15523652,146,3,POINT (-122.410081 37.800411),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,106,106
65667,Columbus Ave&Broadway N-FS/BZ,COLMBDW0,COLMBDWY,4101,37.798123,-122.406897,,BROADWAY,COLUMBUS AVE,FS,NO,BZ,0,1720006111000,15516323,146,3,POINT (-122.406897 37.798123),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,106,106
66154,Rhode Island St&20th St SW-FS/SB,R IS20S0,R IS20ST,6195,37.75943,-122.40218,,20TH ST,RHODE ISLAND ST,FS,SW,,0,1720006111000,15525242,146,10,POINT (-122.40218 37.75943),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,54,54
67860,Jones St&Sutter St NW-NS/BZ,JONESUT0,JONESUTT,5187,37.788689999999995,-122.41361,,SUTTER ST,JONES ST,NS,NW,BZ,1,1720006111000,15519659,146,3,POINT (-122.41361 37.78869),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,50,50
67598,Castro St&Market St SW-FS/BB,CTROMRK0,CTROMRKT,4334,37.762397,-122.435266,,18TH ST,CASTRO ST,FS,SW,BB,0,1720006111000,15524497,146,8,POINT (-122.435266 37.762397),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,5,38,38
65753,Myra Way&Omar Way SE-NS/SB,MYRAOMA0,MYRAOMAR,5455,37.739244,-122.450357,,OMAR WAY,MYRA WAY,NS,SE,,0,1720006111000,15522279,146,7,POINT (-122.450357 37.739244),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,72,72
67143,Lawton St&Lomita Ave SW-NS/PS,LAWTLMT1,LAWTLMTA,4861,37.75916,-122.47269,,LOMITA AVE,LAWTON ST,NS,SW,FL,0,1720006111000,15517247,146,7,POINT (-122.47269 37.75916),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,44,44
68469,Geary Blvd&Scott St SE-FS/BZ,GEARSCO1,GEARSCOT,4761,37.783623999999996,-122.437669,1,SCOTT ST,GEARY BLVD,FS,SE,BZ,0,1720006111000,15517057,146,5,POINT (-122.437669 37.783624),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,97,97
67817,Cortland Ave&Andover St NE-NS/PS,CORTAND1,CORTANDV,4142,37.73909,-122.41639,,ANDOVER ST,CORTLAND AVE,NS,NE,,0,1720006111000,15515880,146,9,POINT (-122.41639 37.73909),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
68004,Kiska Rd&Reardon Rd NE-NS,KISKREA0,KISKREAR,4817,37.730039999999995,-122.37711,,REARDON RD,KISKA RD,NS,NE,FL,0,1720006111000,15522525,146,10,POINT (-122.37711 37.73004),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
66657,Bayshore Blvd&Augusta St NW-NS/BZ,BSHRAUG0,BSHRAUGU,3773,37.734249999999996,-122.40558,1,AUGUSTA ST,BAY SHORE BLVD,NS,NW,,0,1720006111000,15516115,146,9,POINT (-122.40558 37.73425),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,25,91,91
67887,Hayes St&Stanyan St NE-NS/BZ,HAYSSTA0,HAYSSTAN,5009,37.77296,-122.454148,,STANYAN ST,HAYES ST,NS,NE,BZ,1,1720006111000,15518134,146,1,POINT (-122.454148 37.77296),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,4,18,12,12
67161,Palou Ave&Keith St W-FS/SB,PALUKETI,PALUKETH,5873,37.732054999999995,-122.387367,,KEITH ST,PALOU AVE,FS,NO,,0,1720006111000,15522056,146,10,POINT (-122.387367 37.732055),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
66822,Oakpark Dr&Forest Knolls Dr NE-NS,OKPKF K1,OKPKF KN,5820,37.755303999999995,-122.455411,,FOREST KNOLLS DR,OAK PARK DR,NS,NE,,0,1720006111000,15519330,146,7,POINT (-122.455411 37.755304),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,14,111,111
68019,Junipero Serra Blvd&Ocean Ave NW-NS/SI,JSOCENNW,J S OCEN,7114,37.731271,-122.471818,1,OCEAN AVE,JUNIPERO SERRA BLVD,NS,NW,SI,0,1720006111000,15522566,146,7,POINT (-122.471818 37.731271),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,62,62
65523,Powell Station Inbound,POWL ST1,POWL STA,5417,37.784653,-122.40708599999999,,ELLIS ST,MARKET ST,,,,0,1720006111000,15518383,146,6,POINT (-122.407086 37.784653),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,34,32,32
66611,Junipero Serra Blvd&Palmetto Av FS,J S PAL2,J S PALM,5140,37.71091,-122.47099,1,PALMETTO AVE,JUNIPERO SERRA BLVD,FS,NE,FL,0,1720006111000,15517941,146,7,POINT (-122.47099 37.71091),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,24,65,65
67144,Leavenworth St&California St SE-NS,LEAVCAL1,LEAVCALI,4863,37.79109,-122.41567,,CALIFORNIA ST,LEAVENWORTH ST,NS,SE,BZ,1,1720006111000,15517248,146,3,POINT (-122.41567 37.79109),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
68592,McAllister St&Fillmore St NW-FS/BZ,MCALFIL0,MCALFILL,5391,37.778639999999996,-122.43207,,FILLMORE ST,MCALLISTER ST,FS,NW,BZ,1,1720006111000,15518270,146,5,POINT (-122.43207 37.77864),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,97,97
65891,9th Ave&Irving St NE-FS/BZ,.9AVIRV1,9AVIRVG,3211,37.764288,-122.466241,,IRVING ST,9TH AVE,FS,NE,BZ,0,1720006111000,15514873,146,7,POINT (-122.466241 37.764288),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,11,14,109,109
66720,Hyde St&Beach St SE-NS,HYDEBEC0,HYDEBECH,5064,37.806642,-122.420535,,NORTH POINT ST,HYDE ST,NS,SE,,0,1720006111000,15517724,146,3,POINT (-122.420535 37.806642),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,6,32,99,99
66648,Topeka Ave&Newhall St NE-NS,TPKANEW0,TPKANEWH,6703,37.7318,-122.39555,,NEWHALL ST,TOPEKA AVE,NS,NE,FL,0,1720006111000,15520943,146,10,POINT (-122.39555 37.7318),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,87,87
67062,24th St&Valencia St NE-NS/BZ,24STVLN0,24STVLNC,3485,37.752178,-122.420556,,VALENCIA ST,24TH ST,NS,NE,BZ,0,1720006111000,15514485,146,9,POINT (-122.420556 37.752178),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
66731,7th St&Howard St E-NS/SI,.7STHWR1,7STHWRD,3194,37.777935,-122.409222,,FOLSOM ST,7TH ST,NS,EA,BZ,0,1720006111000,15519808,146,6,POINT (-122.409222 37.777935),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,32,32
67474,Sunset Blvd&Noriega St SE-NS/SB,SUNSNOR1,SUNSNORI,6540,37.753296999999996,-122.495124,,NORIEGA ST,SUNSET BLVD,NS,SE,,1,1720006111000,15522971,146,4,POINT (-122.495124 37.753297),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
65819,Donahue St&Innes Ave NE-NS/SB,DHNEINES,,7860,37.728895,-122.370154,,,DONAHUE ST,,,,0,1720006111000,15526336,146,10,POINT (-122.370154 37.728895),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
