OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
68000,Sloat Blvd&36th Ave NW-FS/BZ,SLOA36A0,SLOA36AV,6442,37.734051,-122.493417,,36TH AVE,SLOAT BLVD,FS,NW,BZ,0,1720006111000,15522511,146,4,POINT (-122.493417 37.734051),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
68082,San Jose Ave&Ocean Ave NW-NS/SI,S.J.OCE0,S.J.OCEN,6274,37.723085,-122.444699,,OCEAN AVE,SAN JOSE AVE,NS,NW,SI,0,1720006111000,15523910,146,11,POINT (-122.444699 37.723085),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,28,94,94
68382,Portola Dr&Burnett Ave N-NS/SB,PORTBRNT,PORTBRNT,6010,37.747033,-122.44487,1,BURNETT AVE,PORTOLA DR,NS,NO,,0,1720006111000,15523230,146,8,POINT (-122.44487 37.747033),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,38,48,48
68448,Division St&Rhode Island St SW-NS,DIVNR I0,DIVNR IS,4437,37.76976,-122.403152,,RHODE ISLAND ST,DIVISION ST,NS,SW,BZ,0,1720006111000,15517001,146,6,POINT (-122.403152 37.76976),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,9,4,33,33
67205,Broad St&Capitol Ave NE-NS/PS,BRODCAP1,BRODCAPI,3715,37.713190999999995,-122.458921,,CAPITOL AVE,BROAD ST,NS,NE,,0,1720006111000,15515533,146,11,POINT (-122.458921 37.713191),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,81,81
67722,Fillmore St&McAllister St SW-FS/BZ,FILLMCA0,FILLMCAL,4629,37.778343,-122.43176199999999,,MCALLISTER ST,FILLMORE ST,FS,SW,BZ,1,1720006111000,15517323,146,5,POINT (-122.431762 37.778343),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,23,23
67092,Bryant St&23RD St SE-NS/BZ,BRYT23S1,BRYT23ST,3744,37.75431,-122.40919,,23RD ST,BRYANT ST,NS,SE,BZ,0,1720006111000,15515512,146,9,POINT (-122.40919 37.75431),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
67051,16th Ave&Pacheco St SE-NS/PS,16AVPAC1,16AVPACH,3280,37.75054,-122.47295,,PACHECO ST,16TH AVE,NS,SE,FL,0,1720006111000,15520566,146,7,POINT (-122.47295 37.75054),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,44,44
66864,McAllister St&Divisadero St NE-NS,MCALDIV0,MCALDIVI,5389,37.777825,-122.438289,,SCOTT ST,MCALLISTER ST,NS,NE,BZ,1,1720006111000,15520775,146,5,POINT (-122.438289 37.777825),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,97,97
65559,Plymouth Ave&Ocean Ave SE-NS/PS,PLYMOCE0,PLYMOCEN,5974,37.723772,-122.45604900000001,,OCEAN AVE,PLYMOUTH AVE,NS,SE,,1,1720006111000,15525537,146,11,POINT (-122.456049 37.723772),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,24,64,64
66484,Connecticut St&18TH St NW-NS/PS,CONN18S0,CONN18ST,4125,37.762614,-122.397569,,18TH ST,CONNECTICUT ST,NS,NW,,0,1720006111000,15516062,146,10,POINT (-122.397569 37.762614),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,54,54
67441,117 Warren Dr N-MB/SB,WARNH111,WARNH117,6907,37.753679999999996,-122.457977,,,WARREN DR,MB,NO,,0,1720006111000,15522834,146,7,POINT (-122.457977 37.75368),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,14,111,111
67289,West Portal Ave&Sloat Blvd NE-FS/PS,W P SLOA,,7205,37.735039,-122.47134299999999,1,BROAD ST,WEST PORTAL AVE,,NE,,0,1720006111000,15519842,146,7,POINT (-122.471343 37.735039),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,46,46
66647,Topeka Ave&Bridge View Dr E-NS,TPKABRV0,TPKABRVW,6702,37.7333,-122.39762,,BRIDGE VIEW DR,TOPEKA AVE,NS,EA,FL,0,1720006111000,15520942,146,10,POINT (-122.39762 37.7333),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,87,87
67992,Jackson St&Taylor St N-MI,JACKTAY0,JACKTAYL,5164,37.795255,-122.413202,,JONES ST,JACKSON ST,MI,NO,,0,1720006111000,15518236,146,3,POINT (-122.413202 37.795255),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
68062,Washington St&Leavenworth St S-MI,WASHLEA1,WASHLEAV,6922,37.793828,-122.416287,,LEAVENWORTH ST,WASHINGTON ST,MI,SO,,0,1720006111000,15524423,146,3,POINT (-122.416287 37.793828),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,32,16,16
66018,California St&Park Presidio Blvd SW,CALIPKP1,CALIPKPR,3887,37.784365,-122.472764,1,PARK PRESIDIO BLVD,CALIFORNIA ST,NS,SW,BZ,0,1720006111000,15515973,146,1,POINT (-122.472764 37.784365),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,5,5
68175,25th St&Connecticut St SW-NS/SB,25STCONI,25STCONN,3505,37.752241999999995,-122.39662,,CONNECTICUT ST,25TH ST,NS,SE,,0,1720006111000,15515186,146,10,POINT (-122.39662 37.752242),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,54,54
67008,24th St&Harrison St SE-FS/BZ,24STHAR1,24STHARR,3474,37.752587,-122.411744,,HARRISON ST,24TH ST,FS,SE,BZ,0,1720006111000,15521435,146,9,POINT (-122.411744 37.752587),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
65729,Mission St&5th St W-FS/BZ,MISS.5S0,MISS.5ST,5536,37.782725,-122.40664,,5TH ST,MISSION ST,FS,WE,BZ,0,1720006111000,15518172,146,6,POINT (-122.40664 37.782725),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,34,32,32
67833,California St&Jones St S-MI,CALIJON1,CALIJONE,3870,37.791347,-122.414098,,JONES ST,CALIFORNIA ST,MI,SO,,0,1720006111000,15515912,146,3,POINT (-122.414098 37.791347),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
65635,Santos St&Geneva Ave N-NS/SB,SANTGNV0,SANTGNVA,6344,37.708600000000004,-122.42007,1,GENEVA AVE,SANTIAGO ST,NS,NO,,0,1720006111000,15524696,146,10,POINT (-122.42007 37.7086),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,74,74
68018,Saint Francis&San Fernando SW-NS/SB,STFRSNF1,STFRSNFR,6508,37.734708999999995,-122.469797,,SAN FERNANDO WAY,SAINT FRANCIS BLVD,NS,SW,,0,1720006111000,15522565,146,7,POINT (-122.469797 37.734709),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,116,116
67068,Cesar Chavez St&Folsom St SW-NS/BZ,CHAVFOL1,CHAVFOLS,3932,37.748149999999995,-122.41382,,FOLSOM ST,CESAR CHAVEZ ST,NS,SW,BZ,0,1720006111000,15515451,146,9,POINT (-122.41382 37.74815),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,2,83,83
67668,Bryant St&5TH St E-FS/BZ,BRYT 5S1,BRYT 5ST,3724,37.77795,-122.39995,,05TH ST,BRYANT ST,FS,EA,BZ,0,1720006111000,15515615,146,6,POINT (-122.39995 37.77795),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,32,32
67253,Hudson Ave&Whitney Young Cir SW-FS,HUDSWTY0,HUDSWTYG,5051,37.733354999999996,-122.38212,,WHITNEY YOUNG CIR,HUDSON AVE,FS,SW,,0,1720006111000,15517260,146,10,POINT (-122.38212 37.733355),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
66359,Evans Ave&Selby St E-NS/PS,EVANSLBY,,7286,37.746164,-122.39392,,SELBY ST,EVANS AVE,,,,0,1720006111000,15524901,146,10,POINT (-122.39392 37.746164),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,56,56
67192,Ingalls St&Beatrice Ln W-FS,INGLBEA0,INGLBEAT,5106,37.730579999999996,-122.38034,,BEATRICE LN,INGALLS ST,FS,WE,FL,0,1720006111000,15517467,146,10,POINT (-122.38034 37.73058),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
66899,Yerba Buena Ave&Hazelwood Ave N-FS,Y B HZW1,Y B HZWD,6987,37.734559,-122.459659,,HAZELWOOD AVE,YERBA BUENA AVE,FS,NO,,0,1720006111000,15521414,146,7,POINT (-122.459659 37.734559),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,117,117
65918,11th St&Howard St N-FS/BZ,11STHWR1,11STHWRD,3240,37.77333,-122.41573,1,HOWARD ST,11TH ST,FS,NO,BZ,1,1720006111000,15515018,146,6,POINT (-122.41573 37.77333),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,32,32
67403,Jackson St&Divisadero St NE-NS/PS,JACKDIV0,JACKDIVI,5145,37.791723999999995,-122.440888,,DIVISADERO ST,JACKSON ST,NS,NE,,0,1720006111000,15519953,146,2,POINT (-122.440888 37.791724),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
67500,Silver Ave&Dartmouth St E-FS/PS,SILVDAR0,SILVDART,6404,37.729932,-122.412981,,DARTMOUTH ST,SILVER AVE,FS,EA,,0,1720006111000,15520091,146,9,POINT (-122.412981 37.729932),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,2,25,91,91
68658,Mission St&30th St NW-NS/BB,MISS30S0,MISS30ST,5572,37.742416999999996,-122.42199099999999,,GODEUS ST,MISSION ST,NS,NO,BB,0,1720006111000,15518744,146,9,POINT (-122.421991 37.742417),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
66708,Market St&Montgomery St W-FS/BZ,MRKTMTG0,MRKTMTGY,5684,37.788489999999996,-122.40248,1,MONTGOMERY ST,MARKET ST,FS,WE,BZ,1,1720006111000,15519251,146,3,POINT (-122.40248 37.78849),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,19,19
68358,Bayshore Blvd&Leland Ave W-FS/BZ,BSHRLEL0,BSHRLELD,3783,37.711138,-122.403783,1,LELAND AVE,BAYSHORE BLVD,FS,WE,BZ,0,1720006111000,15515373,146,10,POINT (-122.403783 37.711138),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,1,89,89
67955,7th St&Bryant St N-FS/BB,.7STBRY0,7STBRYT,6999,37.774587,-122.405005,,BRYANT ST,7TH ST,NS,EA,,0,1720006111000,15521618,146,6,POINT (-122.405005 37.774587),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,32,32
68604,US Post Office N-NS/SB,MENDUSP0,MENDUSPO,5510,37.741056,-122.384679,,EVANS AVE,MENDELL ST,NS,NO,,0,1720006111000,15518540,146,10,POINT (-122.384679 37.741056),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,76,76
68418,Divisadero St&Chestnut St NW-NS/BZ,DIVICHES,DIVICHES,4411,37.800087,-122.442964,,CHESTNUT ST,DIVISADERO ST,NS,NW,BZ,1,1720006111000,15516503,146,2,POINT (-122.442964 37.800087),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
66877,Ocean Ave&Geneva Ave NE-NS/SB,OCENGNV1,,8014,37.72312,-122.452132,1,GENEVA AVE,OCEAN AVE,,,,0,1720006111000,15525926,146,11,POINT (-122.452132 37.72312),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,95,95
67027,Balboa St&Park Presidio Blvd NW-FS,BBOAPKP0,BBOAPKPR,3070,37.776894999999996,-122.472227,,PARK PRESIDIO BLVD,BALBOA ST,FS,NW,BZ,0,1720006111000,15525119,146,1,POINT (-122.472227 37.776895),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,5,5
68285,Geary Blvd & Fillmore St SE-MB/BZ,GEARFLM1,,7954,37.784382,-122.432052,1,FILLMORE ST,GEARY BLVD,,,,0,1720006111000,15526028,146,5,POINT (-122.432052 37.784382),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,101,101
68735,Valencia St&24th St SW-FS/BZ,VLNC24S0,VLNC24ST,6877,37.75186,-122.42074,,24TH ST,VALENCIA ST,FS,SW,BZ,1,1720006111000,15521177,146,8,POINT (-122.42074 37.75186),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,20,53,53
66528,Lawton St&9th Ave SW-NS/PS,LAWT 9A0,LAWT 9AV,4855,37.75839,-122.46605,,09TH AVE,LAWTON ST,NS,SW,FL,0,1720006111000,15516854,146,7,POINT (-122.46605 37.75839),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,44,44
65686,Douglass St&Alvarado St NW-NS,DOUGALV1,DOUGALVO,4444,37.75352,-122.43875,,ALVARADO ST,DOUGLASS ST,NS,NW,,0,1720006111000,15516371,146,8,POINT (-122.43875 37.75352),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,22,51,51
67923,Portola Dr&Del Sur Ave S-NS/BZ,PORTDLS1,PORTDLSR,6013,37.741974,-122.455776,,DEL SUR AVE,PORTOLA DR,NS,SO,BZ,0,1720006111000,15525470,146,7,POINT (-122.455776 37.741974),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,72,72
67446,Van Ness Station OB,V N  ST0,V N  STA,6996,37.775234,-122.41934,,METRO TUNNEL,VAN NESS STATION,,,,0,1720006111000,15522397,146,6,POINT (-122.41934 37.775234),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,36,21,21
67361,Ocean Ave&Westgate Dr E-NS/SI,OCENWGA1,OCENWGAT,5809,37.727199,-122.46648,2,WESTGATE DR,OCEAN AVE,NS,EA,SI,0,1720006111000,15523048,146,7,POINT (-122.46648 37.727199),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,68,68
67481,Cortland Ave&Elsie St W-NS/BZ,CORTELS0,CORTELSE,4150,37.7397,-122.41969,,ELSIE ST,CORTLAND AVE,NS,WE,BZ,0,1720006111000,15522990,146,9,POINT (-122.41969 37.7397),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,61,61
66881,33rd Ave&Geary Blvd SE-NS/SB,33AVGEA3,33AVGEAR,3559,37.779548,-122.49321499999999,,GEARY BLVD,33RD AVE,NS,SE,,1,1720006111000,15521368,146,1,POINT (-122.493215 37.779548),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
67048,9th Ave&Lawton St SE-NS/BZ,.9AVLAW1,9AVLAWT,3219,37.758364,-122.46582699999999,,LAWTON ST,9TH AVE,NS,SE,BZ,0,1720006111000,15520556,146,7,POINT (-122.465827 37.758364),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,44,44
66131,Corbett Ave&Hattie St NW-FS/SB,CRBTHAT0,CRBTHATI,4179,37.761711,-122.441122,,HATTIE ST,CORBETT AVE,FS,NW,,0,1720006111000,15523720,146,8,POINT (-122.441122 37.761711),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,115,115
65571,8th Ave&Fulton St NW-NS/BZ,.8AVFUL0,8AVFULT,3202,37.773478,-122.46598,,FULTON ST,8TH AVE,NS,NW,BZ,0,1720006111000,15525574,146,1,POINT (-122.46598 37.773478),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
67372,Phelps St&Williams Ave S-NS,PHLPWLM1,PHLPWLMS,5940,37.73019,-122.39988,,WILLIAMS AVE,PHELPS ST,NS,SO,FL,1,1720006111000,15524573,146,10,POINT (-122.39988 37.73019),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
68561,Geary Blvd&25TH Ave SE-FS/BZ,GEAR25A1,GEAR25AV,4270,37.780077,-122.484562,1,25TH AVE,GEARY BLVD,NS,SW,BZ,0,1720006111000,15516226,146,1,POINT (-122.484562 37.780077),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
67530,3rd St&Folsom St N-FS/BZ,.3STFOL0,3STFOLS,3124,37.784203999999995,-122.399326,1,CLEMENTINA ST,03RD ST,FS,NO,BZ,1,1720006111000,15514589,146,6,POINT (-122.399326 37.784204),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,8,32,32
67922,Palou Ave&Hawes St E-NS/PS,PALUHAW1,PALUHAWS,5866,37.728679,-122.38142500000001,,HAWES ST,PALOU AVE,NS,EA,,0,1720006111000,15525469,146,10,POINT (-122.381425 37.728679),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
66919,6th Ave&Geary Blvd SW-FS/BZ,.6AVGEA0,.6AVGEAR,3185,37.780767999999995,-122.464354,,GEARY BLVD,6TH AVE,FS,SW,BZ,0,1720006111000,15514807,146,1,POINT (-122.464354 37.780768),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
66519,McAllister St&Pierce St NE-NS/BZ,MCALPIE0,MCALPIER,5400,37.778244,-122.435045,,GOLDEN GATE AVE,PIERCE ST,NS,NE,BZ,1,1720006111000,15520317,146,5,POINT (-122.435045 37.778244),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,39,97,97
68679,The Embarcadero&Sansome St E-NS SI,EMBRSAN1,,7281,37.805146,-122.403233,1,SANSOME ST,THE EMBARCADERO,,,,0,1720006111000,15523324,146,3,POINT (-122.403233 37.805146),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,77,77
66818,O'Farrell St&Leavenworth St SE-NS,OFARLEA1,OFARLEAV,5814,37.785537999999995,-122.414445,1,LEAVENWORTH ST,OFARRELL ST,FS,SE,BZ,1,1720006111000,15519325,146,5,POINT (-122.414445 37.785538),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,36,20,20
68092,Mission St&Evergreen St E-FS/BB,MISSEVG1,MISSEVGN,5585,37.707409999999996,-122.45653,,EVERGREEN ST,MISSION ST,FS,EA,BB,0,1720006111000,15524543,146,,POINT (-122.45653 37.70741),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,,,,
65759,Lombard St & Gough St NW-FS/SB,LOMBGOU,,7800,37.800942,-122.42806999999999,1,GOUGH ST,LOMBARD ST,,,,0,1720006111000,15526145,146,2,POINT (-122.42807 37.800942),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
68661,King St&4th St S-FS/SI,KING.4S1,KING.4ST,5239,37.776269,-122.394173,,04TH ST,KING ST,FS,SO,SI,0,1720006111000,15518767,146,6,POINT (-122.394173 37.776269),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,4,34,34
68622,Geneva Ave&Castillo St E-NS/PS,GNVACAS0,GNVACAST,4808,37.707944,-122.41827,1,CASTILLO ST,GENEVA AVE,NS,EA,,0,1720006111000,15517079,146,,POINT (-122.41827 37.707944),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,,,,
67738,Cortland Ave&Hilton St NW-FS/BZ,CORTHIL1,CORTHILT,4155,37.739692,-122.40781,,HILTON ST,CORTLAND AVE,FS,NW,BZ,0,1720006111000,15523669,146,9,POINT (-122.40781 37.739692),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,2,2,82,82
68286,Taraval St&15th Ave SE-FS/PS,TARA15AV,,8111,37.743176999999996,-122.47118499999999,,15TH AVE,TARAVAL ST,,,,0,1720006111000,15526030,146,7,POINT (-122.471185 37.743177),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,46,46
65698,Fulton St&Masonic Ave SE-FS/BZ,FULTMSI1,FULTMSIC,4230,37.775773,-122.44628900000001,,MASONIC AVE,FULTON ST,NS,SW,BZ,0,1720006111000,15516420,146,5,POINT (-122.446289 37.775773),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,24,24
67158,Taraval St&Sunset Blvd NE-NS/SI,TARASUN0,TARASUNS,6640,37.742287,-122.494361,1,SUNSET BLVD,TARAVAL ST,NS,NE,SI,0,1720006111000,15522047,146,4,POINT (-122.494361 37.742287),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
66511,3rd St&Carroll Ave NE-FS/SI,3ST CAR0,3ST CAR0,7343,37.725491,-122.394222,1,CARROLL AVE,3RD ST,FS,NE,SI,0,1720006111000,15524928,146,10,POINT (-122.394222 37.725491),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
68069,Avenue H&5TH St E-MB/SB,AVEH.5TH,,7556,37.823170999999995,-122.368517,,5TH TI ST,AVENUE H,,,,0,1720006111000,15525839,146,6,POINT (-122.368517 37.823171),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,37,36,36
68465,Evans Ave&Middle Point Rd W-NS/SB,EVANMDP0,EVANMDPT,4552,37.737671999999996,-122.379252,,MIDDLE POINT RD,EVANS AVE,NS,WE,,0,1720006111000,15517048,146,10,POINT (-122.379252 37.737672),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
67097,Bosworth St&Lippard Ave NE-NS/PS,BOSWLIP1,BOSWLIPP,3698,37.733925,-122.435706,,LIPPARD AVE,BOSWORTH ST,NS,NE,,0,1720006111000,15515522,146,8,POINT (-122.435706 37.733925),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,10,96,96
67612,Bridge View Dr&Topeka Ave S-NS,BRVWTPK1,BRVWTPKA,3722,37.733200000000004,-122.39769,,TOPEKA AVE,BRIDGE VIEW DR,NS,SO,FL,0,1720006111000,15522091,146,10,POINT (-122.39769 37.7332),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,87,87
66477,Church St&30TH St MI-**/**,CHUR30S0,CHUR30ST,4001,37.742097,-122.42652799999999,,30TH ST,CHURCH ST,FS,NE,,0,1720006111000,15516024,146,8,POINT (-122.426528 37.742097),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,10,59,59
67490,Crespi Dr&Varela Ave NE-NS/SB,CRSPVRE0,CRSPVREL,4207,37.7201,-122.47594,,VARELA AVE,CRESPI DR,NS,NO,,0,1720006111000,15524468,146,7,POINT (-122.47594 37.7201),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,42,42
65513,Laguna Honda Blvd&Idora Ave E-NS/SB,LGHNIDO1,LGHNIDOR,5249,37.743998999999995,-122.456407,,IDORA AVE,LAGUNA HONDA BLVD,NS,EA,,0,1720006111000,15518368,146,7,POINT (-122.456407 37.743999),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,41,49,49
67099,Bosworth St&Marsily St SW-NS/PS,BOSWMAR1,BOSWMARS,3700,37.733469,-122.42794,,MARSILY ST,BOSWORTH ST,NS,SW,,0,1720006111000,15515526,146,8,POINT (-122.42794 37.733469),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,28,93,93
68260,Stockton St&Columbus Ave SE-NS/BZ,STOKCOL0,STOKCOLM,6512,37.79913,-122.40887000000001,,COLUMBUS AVE,STOCKTON ST,NS,SE,BZ,1,1720006111000,15524805,146,3,POINT (-122.40887 37.79913),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,106,106
68292,3rd St&20th St NW-NS/SB,.3ST20S0,.3ST20ST,3104,37.76059,-122.3887,1,20TH ST,03RD ST,NS,NW,BZ,0,1720006111000,15514681,146,10,POINT (-122.3887 37.76059),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,55,55
68470,Geary Blvd&Spruce St NE-NS/BZ,GEARSPR0,GEARSPRC,4762,37.781849,-122.453075,1,SPRUCE ST,GEARY BLVD,NS,NE,BZ,0,1720006111000,15517058,146,2,POINT (-122.453075 37.781849),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,6,31,11,11
66739,Market St&Castro St E-NS/SB,MRKTCTRE,MRKTCTRO,5667,37.763022,-122.434979,1,,MARKET ST,FS,WE,SI,0,1720006111000,15523817,146,8,POINT (-122.434979 37.763022),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,28,28
65790,Lincoln Way & 34th Ave SE-FS/BZ,LWAY34A1,,7853,37.764708999999996,-122.493413,,34TH AVE,LINCOLN WY,,,,0,1720006111000,15526248,146,4,POINT (-122.493413 37.764709),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
65705,Monterey Blvd&Plymouth Ave NE-NS/PS,MTRYPLY0,MTRYPLYM,5437,37.731114999999996,-122.457322,,PLYMOUTH AVE,MONTEREY BLVD,NS,NE,,0,1720006111000,15518494,146,7,POINT (-122.457322 37.731115),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,70,70
67774,Lombard St&Laguna St NW-FS/SB,LOMBLGN1,LOMBLGNA,5280,37.800505,-122.431326,1,BUCHANAN ST,LOMBARD ST,NS,NE,,0,1720006111000,15518100,146,2,POINT (-122.431326 37.800505),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
66509,Bayshore Blvd&Blanken Ave SE-NS/BZ,BSHRBLKN,,7334,37.712226,-122.402179,1,BLANKEN AVE,BAYSHORE BLVD,,,,0,1720006111000,15524910,146,10,POINT (-122.402179 37.712226),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,1,89,89
66706,Market St&Laguna St N-NS/SI,MRKTLGN0,MRKTLGNA,5681,37.770953,-122.424666,1,LAGUNA ST,MARKET ST,NS,NO,SI,0,1720006111000,15519229,146,8,POINT (-122.424666 37.770953),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,5,20,27,27
66948,19th Ave&Junipero Serra Blvd N-FS,19AVJ S1,19AVJ S,3362,37.71805,-122.47318,1,JUNIPERO SERRA BLVD,19TH AVE,FS,NO,BZ,0,1720006111000,15514388,146,7,POINT (-122.47318 37.71805),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,41,41
66028,74 Crestline Dr E-MB/SB,CRSTH 74,CRSTH 74,4210,37.751762,-122.446198,,,CRESTLINE DR,MB,EA,,0,1720006111000,15516524,146,8,POINT (-122.446198 37.751762),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,38,51,51
65680,Diamond St&24TH St SE-NS/PS,DIAM24SE,DIAM24ST,4371,37.751075,-122.436219,,24TH ST,DIAMOND ST,NS,SE,,0,1720006111000,15516363,146,8,POINT (-122.436219 37.751075),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,22,84,84
