Exit stations,Entry stations->,,WEEKDAY,,,Mar 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
CM,8.045455,11.727273,2.090909,2.363636,15.636364,3.681818,13.181818,32.227273,55.954545,2.909091,5.954545,4.363636,3.863636,4,2.954545,2.636364,3.590909,2.818182,10.363636,2.590909,4.818182,1.909091,0.909091,1.227273,8.272727,337.181818,371.727273,252.863636,214.409091,86.863636,72.681818,21.772727,43.181818,15.454545,5.636364,1.636364,7.954545,1.909091,8,10.409091,22.136364,87,47.363636,1.227273,0.409091,1.090909,0,0,4.545455,9.681818,1833.227273,,,,,,,,,,,,,,
CV,2.5,4.909091,3.045455,3.363636,21.045455,5.227273,11.545455,35.363636,46.772727,50.227273,31.045455,22.863636,26.227273,23.681818,8.545455,8.409091,7.954545,12.5,2.454545,0.863636,2.045455,0.409091,0.818182,2.636364,6.5,190.909091,207.090909,107.409091,113.772727,43.136364,12.409091,6.181818,9.863636,14.727273,1.954545,4,57.227273,0.590909,0.681818,2.318182,3,8.318182,2.363636,31.863636,2.590909,6.818182,0,0,0.272727,0.363636,1168.818182,,,,,,,,,,,,,,
ED,6.681818,14.045455,3.545455,7,41.454545,11.454545,32.590909,87.681818,121.181818,86.363636,77.636364,57.909091,49.727273,72.272727,35.272727,19.818182,28.363636,21.090909,3.181818,2.318182,2.727273,0.681818,0.636364,3.272727,15.863636,608.181818,559.681818,239.136364,290,97.818182,35.863636,22.545455,27.954545,45.409091,8.090909,55.363636,15.272727,0.227273,1.954545,10,5.409091,38.590909,5.227273,19.909091,19.045455,17.5,0,0,2.136364,1.272727,2929.363636,,,,,,,,,,,,,,
NC,1.727273,3.590909,1.909091,2.454545,11.772727,2.454545,19.045455,53,56.045455,3.863636,3.272727,3.818182,3.636364,3.5,2.545455,0.409091,0.454545,1.363636,33.818182,22.454545,29.318182,4.454545,2,8.818182,2.409091,112.590909,123.227273,74.727273,96.272727,28.681818,18.181818,7.363636,6.727273,15,1.363636,0.681818,0.363636,3.454545,10.818182,4.545455,4.681818,21.409091,2,0.090909,3,1.5,0,0,8.409091,10.863636,834.090909,,,,,,,,,,,,,,
WP,9.818182,7.5,3.727273,3.909091,34.227273,8.409091,77.272727,84.5,114.272727,11.409091,12.909091,12.590909,8.181818,3.636364,10,3.954545,4.727273,3.954545,93.272727,43.090909,63.590909,16.5,9.272727,22.863636,10,231,225.272727,212.409091,222.772727,87.863636,66.590909,24.636364,27.136364,39.227273,7.727273,0.409091,2.5,13.136364,10.863636,10,15.090909,59.318182,7.409091,0.863636,5.909091,5.863636,0,0,10.227273,17.318182,1977.136364,,,,,,,,,,,,,,
SS,8.136364,14.909091,2.181818,3.136364,10.318182,4.090909,10.590909,34.227273,43.954545,5.272727,6.272727,7.727273,5.545455,6.272727,5.090909,2.681818,2.318182,1.272727,10.818182,9.954545,6.863636,2.409091,1.954545,5.272727,12.136364,242.136364,266.636364,180.636364,174.045455,69.363636,57.590909,17.045455,38.727273,43.363636,9.227273,2.727273,10.227273,2.909091,9.318182,7.090909,14.227273,40.818182,30.5,2.272727,0.590909,0.727273,0,0,3.772727,9.863636,1457.227273,,,,,,,,,,,,,,
SB,15.409091,16.045455,6,3,11.545455,6.454545,11.590909,28.318182,36.590909,6.590909,9.636364,10.409091,6.909091,5.590909,5.227273,3.863636,1.681818,4.272727,11.045455,9.863636,7.090909,2.863636,2.136364,6.363636,13.454545,210.772727,256.045455,149.136364,149,68.818182,60.681818,32.045455,55.318182,72.5,22.5,2.318182,5.545455,4.090909,15.5,14.090909,5.636364,30.045455,23.136364,1.5,1,1.227273,0,0,6.090909,11.909091,1440.863636,,,,,,,,,,,,,,
SO,28.681818,58.636364,23.227273,23.727273,51.863636,20.363636,40.272727,36.772727,41.409091,15.545455,26.363636,18.545455,24.681818,17.909091,11,10.181818,6.681818,6.318182,57.409091,52.272727,44.681818,26.545455,20.454545,43.227273,43.818182,90.136364,112.363636,216.5,137.181818,60.818182,53.5,33.363636,71.045455,123.818182,80.227273,5.454545,29.318182,19.227273,56.454545,30.772727,23.863636,17.636364,82.227273,7.772727,5.272727,5.045455,0,0,10.954545,49.909091,2073.454545,,,,,,,,,,,,,,
MB,11.545455,30.863636,10.681818,9.545455,42.318182,15.954545,21.5,48.181818,48.136364,6,10.318182,6.909091,4.772727,5,4.5,2.5,1.272727,2.318182,12,7.909091,5.954545,3.727273,3.272727,6.818182,16.181818,293.045455,373.954545,170.863636,185.590909,87.409091,72.136364,51.227273,61.772727,115.545455,47.045455,2.318182,4.5,2.136364,5.545455,30.454545,16.909091,90.863636,13.272727,2,0.681818,0.545455,0,0,2.136364,8.045455,1976.181818,,,,,,,,,,,,,,
WD,2.409091,3.954545,2.5,1.909091,13.772727,3.409091,10.318182,41.818182,52.227273,47.090909,31.818182,23.545455,22.136364,32.681818,18.818182,11.818182,11.454545,7.590909,1.590909,2.045455,1,0.045455,0.272727,1.954545,3.181818,244.636364,225.227273,86.772727,105.909091,32.954545,15.409091,14.954545,11.272727,17.363636,1.454545,36.636364,23.818182,0.409091,0.5,3.181818,1.818182,10.318182,2.772727,5.545455,9.454545,5.863636,0,0,0.136364,0.954545,1206.727273,,,,,,,,,,,,,,
